統計期,基地臺
1081231,1319
1081231,215
1081231,20
1081231,264
1081231,1502
1081231,157
1081231,263
1081231,138
1081231,230
1081231,440
1081231,1561
1081231,1485
1081231,128
1081231,864
1081231,42
1081130,151
1081130,152
1081130,36
1081130,335
1081130,489
1081130,354
1081130,833
1081130,1305
1081130,209
1081130,20
1081130,263
1081130,1396
1081130,152
1081130,254
1081130,137
1081130,225
1081130,439
1081130,1441
1081130,1453
1081130,128
1081130,850
1081130,37
1081031,147
1081031,144
1081031,32
1081031,335
1081031,430
1081031,354
1081031,814
1081031,1248
1081031,209
1081031,20
1081031,263
1081031,1384
1081031,152
1081031,254
1081031,135
1081031,217
1081031,439
1081031,1441
1081031,1446
1081031,109
1081031,814
1081031,28
1080930,137
1080930,130
1080930,32
1080930,290
1080930,410
1080930,350
1080930,755
1080930,1240
1080930,207
1080930,19
1080930,257
1080930,1330
1080930,147
1080930,253
1080930,135
1080930,213
1080930,422
1080930,1379
1080930,1436
1080930,101
1080930,805
1080930,27
1080831,137
1080831,130
1080831,32
1080831,290
1080831,410
1080831,350
1080831,736
1080831,1240
1080831,204
1080831,19
1080831,257
1080831,1317
1080831,147
1080831,253
1080831,135
1080831,213
1080831,422
1080831,1379
1080831,1421
1080831,101
1080831,807
1080831,27
1080731,137
1080731,125
1080731,32
1080731,267
1080731,410
1080731,335
1080731,720
1080731,1240
1080731,201
1080731,19
1080731,248
1080731,1302
1080731,147
1080731,253
1080731,135
1080731,213
1080731,401
1080731,1347
1080731,1410
1080731,101
1080731,807
1080731,27
1080630,137
1080630,125
1080630,32
1080630,267
1080630,410
1080630,335
1080630,707
1080630,1239
1080630,201
1080630,19
1080630,248
1080630,1286
1080630,141
1080630,250
1080630,135
1080630,213
1080630,401
1080630,1347
1080630,1348
1080630,101
1080630,805
1080630,27
1080531,137
1080531,125
1080531,31
1080531,267
1080531,408
1080531,335
1080531,707
1080531,1225
1080531,201
1080531,19
1080531,248
1080531,1286
1080531,141
1080531,250
1080531,135
1080531,213
1080531,401
1080531,1347
1080531,1348
1080531,101
1080531,803
1080531,27
1080430,137
1080430,125
1080430,30
1080430,255
1080430,399
1080430,331
1080430,705
1080430,1198
1080430,191
1080430,19
1080430,244
1080430,1231
1080430,141
1080430,247
1080430,129
1080430,208
1080430,401
1080430,1317
1080430,1268
1080430,99
1080430,792
1080430,27
1080331,122
1080331,117
1080331,30
1080331,253
1080331,395
1080331,322
1080331,665
1080331,1183
1080331,167
1080331,19
1080331,242
1080331,1179
1080331,140
1080331,238
1080331,129
1080331,208
1080331,392
1080331,1249
1080331,1218
1080331,91
1080331,784
1080331,26
1080228,112
1080228,111
1080228,30
1080228,241
1080228,390
1080228,310
1080228,657
1080228,1164
1080228,167
1080228,19
1080228,232
1080228,1166
1080228,140
1080228,241
1080228,125
1080228,208
1080228,386
1080228,1200
1080228,1209
1080228,90
1080228,781
1080228,26
1080131,112
1080131,111
1080131,30
1080131,241
1080131,390
1080131,310
1080131,657
1080131,1164
1080131,167
1080131,19
1080131,232
1080131,1166
1080131,140
1080131,241
1080131,125
1080131,208
1080131,386
1080131,1200
1080131,1209
1080131,90
1080131,781
1080131,26
1120531,625
1120531,716
1120531,139
1120531,922
1120531,1069
1120531,986
1120531,1991
1120531,2380
1120531,360
1120531,44
1120531,753
1120531,2690
1120531,558
1120531,724
1120531,220
1120531,608
1120531,1154
1120531,3437
1120531,3000
1120531,420
1120531,1603
1120531,161
1120430,619
1120430,713
1120430,139
1120430,922
1120430,1065
1120430,986
1120430,1989
1120430,2377
1120430,359
1120430,44
1120430,753
1120430,2687
1120430,558
1120430,724
1120430,219
1120430,598
1120430,1154
1120430,3437
1120430,2993
1120430,420
1120430,1598
1120430,161
1120331,619
1120331,710
1120331,139
1120331,923
1120331,1064
1120331,986
1120331,1984
1120331,2377
1120331,357
1120331,44
1120331,753
1120331,2679
1120331,558
1120331,722
1120331,219
1120331,598
1120331,1154
1120331,3437
1120331,2991
1120331,420
1120331,1597
1120331,161
1120228,614
1120228,706
1120228,139
1120228,923
1120228,1063
1120228,986
1120228,1984
1120228,2359
1120228,354
1120228,44
1120228,753
1120228,2676
1120228,558
1120228,722
1120228,219
1120228,598
1120228,1153
1120228,3436
1120228,2962
1120228,420
1120228,1597
1120228,161
1120131,614
1120131,706
1120131,139
1120131,922
1120131,1063
1120131,985
1120131,1981
1120131,2358
1120131,354
1120131,44
1120131,751
1120131,2675
1120131,558
1120131,722
1120131,219
1120131,598
1120131,1152
1120131,3424
1120131,2962
1120131,420
1120131,1596
1120131,161
1111231,614
1111231,706
1111231,139
1111231,922
1111231,1063
1111231,985
1111231,1981
1111231,2358
1111231,354
1111231,44
1111231,751
1111231,2675
1111231,558
1111231,722
1111231,219
1111231,598
1111231,1152
1111231,3424
1111231,2962
1111231,420
1111231,1599
1111231,161
1111130,612
1111130,701
1111130,139
1111130,917
1111130,1058
1111130,984
1111130,1981
1111130,2354
1111130,354
1111130,44
1111130,751
1111130,2674
1111130,543
1111130,690
1111130,214
1111130,588
1111130,1144
1111130,3405
1111130,2951
1111130,419
1111130,1595
1111130,161
1111031,612
1111031,677
1111031,139
1111031,917
1111031,1049
1111031,984
1111031,1958
1111031,2345
1111031,350
1111031,44
1111031,751
1111031,2635
1111031,543
1111031,690
1111031,214
1111031,588
1111031,1144
1111031,3405
1111031,2891
1111031,418
1111031,1595
1111031,160
1110930,603
1110930,696
1110930,139
1110930,913
1110930,1049
1110930,983
1110930,1958
1110930,2345
1110930,349
1110930,44
1110930,751
1110930,2642
1110930,543
1110930,690
1110930,214
1110930,588
1110930,1143
1110930,3405
1110930,2929
1110930,418
1110930,1595
1110930,160
1110831,603
1110831,696
1110831,138
1110831,907
1110831,1049
1110831,977
1110831,1958
1110831,2324
1110831,349
1110831,44
1110831,748
1110831,2642
1110831,543
1110831,690
1110831,214
1110831,588
1110831,1136
1110831,3392
1110831,2929
1110831,418
1110831,1568
1110831,160
1110731,598
1110731,683
1110731,140
1110731,894
1110731,1049
1110731,977
1110731,1958
1110731,2324
1110731,350
1110731,44
1110731,735
1110731,2638
1110731,549
1110731,684
1110731,213
1110731,587
1110731,1121
1110731,3349
1110731,2907
1110731,418
1110731,1544
1110731,160
1110630,598
1110630,683
1110630,140
1110630,890
1110630,1022
1110630,963
1110630,1982
1110630,2309
1110630,350
1110630,44
1110630,733
1110630,2655
1110630,549
1110630,684
1110630,213
1110630,587
1110630,1116
1110630,3325
1110630,2907
1110630,412
1110630,1544
1110630,160
1110531,577
1110531,660
1110531,140
1110531,882
1110531,1022
1110531,963
1110531,1962
1110531,2309
1110531,344
1110531,44
1110531,719
1110531,2613
1110531,549
1110531,684
1110531,213
1110531,587
1110531,1116
1110531,3301
1110531,2874
1110531,412
1110531,1544
1110531,160
1110430,577
1110430,660
1110430,139
1110430,882
1110430,1016
1110430,962
1110430,1962
1110430,2299
1110430,344
1110430,44
1110430,719
1110430,2613
1110430,549
1110430,684
1110430,207
1110430,573
1110430,1116
1110430,3303
1110430,2880
1110430,410
1110430,1509
1110430,160
1110331,577
1110331,660
1110331,139
1110331,882
1110331,1016
1110331,962
1110331,1962
1110331,2299
1110331,344
1110331,44
1110331,719
1110331,2613
1110331,549
1110331,684
1110331,207
1110331,573
1110331,1116
1110331,3302
1110331,2880
1110331,410
1110331,1509
1110331,160
1110228,577
1110228,660
1110228,139
1110228,883
1110228,1016
1110228,974
1110228,1962
1110228,2300
1110228,344
1110228,44
1110228,719
1110228,2613
1110228,549
1110228,684
1110228,207
1110228,574
1110228,1118
1110228,3313
1110228,2880
1110228,410
1110228,1510
1110228,162
1110131,577
1110131,660
1110131,139
1110131,883
1110131,1015
1110131,974
1110131,1962
1110131,2289
1110131,344
1110131,44
1110131,719
1110131,2613
1110131,549
1110131,684
1110131,207
1110131,574
1110131,1118
1110131,3313
1110131,2880
1110131,410
1110131,1510
1110131,162
1101231,577
1101231,660
1101231,139
1101231,880
1101231,1015
1101231,973
1101231,1962
1101231,2289
1101231,344
1101231,44
1101231,717
1101231,2613
1101231,549
1101231,684
1101231,207
1101231,574
1101231,1117
1101231,3309
1101231,2880
1101231,410
1101231,1510
1101231,162
1101130,577
1101130,660
1101130,139
1101130,878
1101130,1014
1101130,973
1101130,1962
1101130,2287
1101130,344
1101130,44
1101130,717
1101130,2613
1101130,549
1101130,684
1101130,207
1101130,574
1101130,1116
1101130,3310
1101130,2880
1101130,410
1101130,1510
1101130,162
1101031,577
1101031,660
1101031,139
1101031,878
1101031,1013
1101031,973
1101031,1962
1101031,2287
1101031,344
1101031,44
1101031,717
1101031,2613
1101031,549
1101031,684
1101031,207
1101031,574
1101031,1117
1101031,3306
1101031,2880
1101031,410
1101031,1510
1101031,162
1100930,572
1100930,661
1100930,139
1100930,878
1100930,1006
1100930,973
1100930,1962
1100930,2248
1100930,343
1100930,44
1100930,717
1100930,2598
1100930,549
1100930,684
1100930,207
1100930,574
1100930,1117
1100930,3306
1100930,2855
1100930,409
1100930,1510
1100930,162
1100831,572
1100831,661
1100831,139
1100831,878
1100831,1006
1100831,973
1100831,1937
1100831,2246
1100831,343
1100831,44
1100831,717
1100831,2578
1100831,549
1100831,684
1100831,205
1100831,571
1100831,1117
1100831,3312
1100831,2855
1100831,408
1100831,1469
1100831,162
1100731,574
1100731,661
1100731,139
1100731,878
1100731,1006
1100731,956
1100731,1937
1100731,2246
1100731,343
1100731,44
1100731,717
1100731,2578
1100731,549
1100731,684
1100731,205
1100731,571
1100731,1093
1100731,3275
1100731,2855
1100731,408
1100731,1469
1100731,162
1100630,574
1100630,661
1100630,139
1100630,878
1100630,1006
1100630,956
1100630,1937
1100630,2246
1100630,343
1100630,44
1100630,717
1100630,2580
1100630,549
1100630,684
1100630,205
1100630,571
1100630,1093
1100630,3275
1100630,2855
1100630,408
1100630,1469
1100630,162
1100531,574
1100531,661
1100531,139
1100531,878
1100531,1006
1100531,956
1100531,1937
1100531,2246
1100531,343
1100531,44
1100531,717
1100531,2580
1100531,549
1100531,684
1100531,205
1100531,571
1100531,1093
1100531,3275
1100531,2855
1100531,408
1100531,1470
1100531,162
1100430,574
1100430,661
1100430,139
1100430,877
1100430,1003
1100430,958
1100430,1937
1100430,2244
1100430,343
1100430,44
1100430,717
1100430,2580
1100430,549
1100430,684
1100430,204
1100430,563
1100430,1094
1100430,3280
1100430,2855
1100430,407
1100430,1450
1100430,160
1100331,574
1100331,661
1100331,139
1100331,877
1100331,1003
1100331,958
1100331,1937
1100331,2244
1100331,343
1100331,44
1100331,715
1100331,2580
1100331,549
1100331,684
1100331,204
1100331,563
1100331,1094
1100331,3277
1100331,2857
1100331,407
1100331,1450
1100331,160
1100228,574
1100228,661
1100228,139
1100228,877
1100228,1008
1100228,958
1100228,1937
1100228,2264
1100228,343
1100228,44
1100228,715
1100228,2580
1100228,549
1100228,684
1100228,204
1100228,563
1100228,1094
1100228,3277
1100228,2857
1100228,408
1100228,1461
1100228,160
1100131,574
1100131,661
1100131,139
1100131,877
1100131,1008
1100131,958
1100131,1937
1100131,2264
1100131,343
1100131,44
1100131,714
1100131,2580
1100131,549
1100131,684
1100131,204
1100131,563
1100131,1089
1100131,3274
1100131,2857
1100131,408
1100131,1461
1100131,160
1091231,574
1091231,661
1091231,139
1091231,873
1091231,1008
1091231,956
1091231,1937
1091231,2264
1091231,343
1091231,44
1091231,709
1091231,2580
1091231,549
1091231,684
1091231,204
1091231,563
1091231,1085
1091231,3259
1091231,2857
1091231,408
1091231,1461
1091231,160
1091130,558
1091130,658
1091130,130
1091130,873
1091130,1004
1091130,956
1091130,1936
1091130,2263
1091130,343
1091130,44
1091130,709
1091130,2567
1091130,549
1091130,684
1091130,204
1091130,564
1091130,1085
1091130,3259
1091130,2839
1091130,402
1091130,1461
1091130,159
1091031,558
1091031,658
1091031,130
1091031,869
1091031,1004
1091031,955
1091031,1935
1091031,2263
1091031,343
1091031,44
1091031,709
1091031,2564
1091031,549
1091031,684
1091031,204
1091031,564
1091031,1085
1091031,3258
1091031,2839
1091031,402
1091031,1461
1091031,159
1090930,568
1090930,675
1090930,130
1090930,864
1090930,990
1090930,947
1090930,1935
1090930,2490
1090930,354
1090930,44
1090930,709
1090930,2701
1090930,545
1090930,680
1090930,229
1090930,554
1090930,1079
1090930,3519
1090930,3049
1090930,392
1090930,1510
1090930,158
1090831,568
1090831,675
1090831,130
1090831,864
1090831,990
1090831,947
1090831,1935
1090831,2366
1090831,354
1090831,44
1090831,700
1090831,2601
1090831,539
1090831,678
1090831,202
1090831,554
1090831,1079
1090831,3358
1090831,3049
1090831,392
1090831,1483
1090831,158
1090731,558
1090731,658
1090731,130
1090731,863
1090731,990
1090731,947
1090731,1912
1090731,2277
1090731,344
1090731,41
1090731,700
1090731,2569
1090731,539
1090731,678
1090731,202
1090731,554
1090731,1079
1090731,3309
1090731,2922
1090731,392
1090731,1485
1090731,158
1090630,558
1090630,658
1090630,130
1090630,863
1090630,990
1090630,947
1090630,1912
1090630,2277
1090630,344
1090630,41
1090630,700
1090630,2569
1090630,539
1090630,678
1090630,202
1090630,554
1090630,1079
1090630,3309
1090630,2923
1090630,392
1090630,1485
1090630,158
1090531,539
1090531,651
1090531,130
1090531,853
1090531,996
1090531,942
1090531,1912
1090531,2236
1090531,341
1090531,41
1090531,692
1090531,2538
1090531,538
1090531,678
1090531,202
1090531,553
1090531,1065
1090531,3219
1090531,2824
1090531,392
1090531,1462
1090531,158
1090430,539
1090430,651
1090430,130
1090430,853
1090430,989
1090430,942
1090430,1913
1090430,2200
1090430,341
1090430,41
1090430,692
1090430,2539
1090430,538
1090430,678
1090430,200
1090430,553
1090430,1065
1090430,3219
1090430,2824
1090430,388
1090430,1462
1090430,157
1090331,536
1090331,646
1090331,130
1090331,846
1090331,989
1090331,938
1090331,1913
1090331,2200
1090331,336
1090331,41
1090331,686
1090331,2532
1090331,538
1090331,678
1090331,200
1090331,553
1090331,1053
1090331,3198
1090331,2796
1090331,388
1090331,1462
1090331,157
1090229,536
1090229,646
1090229,123
1090229,846
1090229,982
1090229,938
1090229,1913
1090229,2184
1090229,336
1090229,41
1090229,686
1090229,2532
1090229,538
1090229,679
1090229,200
1090229,547
1090229,1053
1090229,3198
1090229,2796
1090229,382
1090229,1454
1090229,157
1090131,536
1090131,646
1090131,123
1090131,838
1090131,983
1090131,936
1090131,1914
1090131,2187
1090131,336
1090131,41
1090131,677
1090131,2533
1090131,538
1090131,679
1090131,200
1090131,547
1090131,1046
1090131,3176
1090131,2797
1090131,384
1090131,1454
1090131,157
1081231,520
1081231,631
1081231,123
1081231,838
1081231,983
1081231,936
1081231,1915
1081231,2187
1081231,333
1081231,41
1081231,677
1081231,2523
1081231,538
1081231,679
1081231,200
1081231,547
1081231,1046
1081231,3176
1081231,2793
1081231,384
1081231,1454
1081231,157
1081130,520
1081130,631
1081130,123
1081130,836
1081130,978
1081130,934
1081130,1890
1081130,2158
1081130,333
1081130,41
1081130,676
1081130,2505
1081130,538
1081130,679
1081130,203
1081130,548
1081130,1043
1081130,3155
1081130,2743
1081130,385
1081130,1452
1081130,157
1081031,514
1081031,626
1081031,123
1081031,836
1081031,978
1081031,934
1081031,1867
1081031,2158
1081031,333
1081031,41
1081031,676
1081031,2471
1081031,538
1081031,679
1081031,204
1081031,548
1081031,1043
1081031,3155
1081031,2713
1081031,385
1081031,1454
1081031,157
1080930,507
1080930,625
1080930,123
1080930,836
1080930,978
1080930,934
1080930,1867
1080930,2158
1080930,325
1080930,41
1080930,676
1080930,2467
1080930,538
1080930,678
1080930,204
1080930,548
1080930,1043
1080930,3154
1080930,2683
1080930,385
1080930,1457
1080930,157
1080831,507
1080831,625
1080831,123
1080831,834
1080831,969
1080831,931
1080831,1867
1080831,2133
1080831,325
1080831,41
1080831,672
1080831,2467
1080831,538
1080831,677
1080831,204
1080831,545
1080831,1037
1080831,3135
1080831,2683
1080831,381
1080831,1448
1080831,157
1080731,502
1080731,618
1080731,123
1080731,834
1080731,958
1080731,931
1080731,1867
1080731,2120
1080731,325
1080731,41
1080731,672
1080731,2469
1080731,540
1080731,678
1080731,204
1080731,542
1080731,1037
1080731,3135
1080731,2642
1080731,379
1080731,1432
1080731,157
1080630,491
1080630,617
1080630,123
1080630,831
1080630,955
1080630,927
1080630,1845
1080630,2103
1080630,317
1080630,41
1080630,667
1080630,2453
1080630,537
1080630,666
1080630,204
1080630,539
1080630,1031
1080630,3108
1080630,2624
1080630,374
1080630,1410
1080630,157
1080531,483
1080531,609
1080531,123
1080531,831
1080531,945
1080531,927
1080531,1824
1080531,2094
1080531,312
1080531,41
1080531,667
1080531,2428
1080531,533
1080531,660
1080531,204
1080531,522
1080531,1031
1080531,3115
1080531,2602
1080531,374
1080531,1396
1080531,157
1080430,476
1080430,606
1080430,123
1080430,831
1080430,928
1080430,927
1080430,1824
1080430,2076
1080430,311
1080430,41
1080430,667
1080430,2418
1080430,533
1080430,660
1080430,198
1080430,487
1080430,1031
1080430,3117
1080430,2574
1080430,369
1080430,1334
1080430,154
1080331,476
1080331,606
1080331,120
1080331,827
1080331,923
1080331,912
1080331,1824
1080331,2065
1080331,311
1080331,41
1080331,663
1080331,2418
1080331,533
1080331,660
1080331,198
1080331,485
1080331,1029
1080331,3104
1080331,2574
1080331,368
1080331,1306
1080331,154
1080228,477
1080228,607
1080228,120
1080228,819
1080228,923
1080228,907
1080228,1810
1080228,2071
1080228,311
1080228,41
1080228,663
1080228,2398
1080228,530
1080228,649
1080228,198
1080228,485
1080228,1021
1080228,3086
1080228,2574
1080228,368
1080228,1307
1080228,154
1080131,477
1080131,607
1080131,120
1080131,819
1080131,910
1080131,907
1080131,1810
1080131,2066
1080131,311
1080131,41
1080131,663
1080131,2398
1080131,530
1080131,649
1080131,196
1080131,482
1080131,1021
1080131,3086
1080131,2574
1080131,366
1080131,1282
1080131,154
